epoch,loss,lr,mae,val_loss,val_mae
79,6.729462256771512e-06,0.0003,0.0017608610214665532,4.155406713834964e-06,0.0015319832600653172
80,6.18965714238584e-06,0.0003,0.0016741198487579823,3.123795522697037e-06,0.0013772296952083707
81,6.397092874976806e-06,0.0003,0.0017182700103148818,1.6698533045200747e-06,0.0009956047870218754
82,6.467995717684971e-06,0.0003,0.0017275528516620398,2.9297623314050725e-06,0.0013354313559830189
83,5.387531018641312e-06,0.0003,0.0015386013546958566,4.8963397603074554e-06,0.0017033882904797792
84,6.639354978688061e-06,0.0003,0.0017702496843412519,2.9398261176538654e-06,0.001361776259727776
85,6.067925369279692e-06,0.0003,0.0016774656251072884,5.293949925544439e-06,0.0016784389736130834
86,6.171247150632553e-06,0.0003,0.001680703368037939,2.1590758478851058e-06,0.0011584063759073615
87,5.9535555010370445e-06,0.0003,0.001650009537115693,3.443187324592145e-06,0.0013329510111361742
88,5.50718505110126e-06,0.0003,0.0015462259761989117,9.651292202761397e-06,0.002108863089233637
89,5.914354915148579e-06,0.0003,0.0016445588553324342,5.037641130911652e-06,0.0016311649233102798
90,5.381249593483517e-06,0.0003,0.0015591701958328485,4.740811618830776e-06,0.0016956455074250698
91,5.869006145076128e-06,0.0003,0.0016447859816253185,3.1376255265058717e-06,0.0013223865535110235
92,6.138815479062032e-06,0.0003,0.0016948434058576822,6.01879537498462e-06,0.0017666006460785866
93,5.74671548747574e-06,0.0003,0.0016152330208569765,3.3167139008583035e-06,0.0014636230189353228
94,5.845354735356523e-06,0.0003,0.0016468351241201162,1.9167011942045065e-06,0.0010610836325213313
95,5.647704711009283e-06,0.0003,0.0016156906494870782,5.01530985275167e-06,0.0018430008785799146
96,5.485544079419924e-06,0.0003,0.0015764826675876975,3.744748028111644e-06,0.0014959943946450949
97,5.488965143740643e-06,0.0003,0.0015858883270993829,1.5426610843860544e-05,0.003189791226759553
98,5.514572876563761e-06,0.0003,0.0015726275742053986,3.820552592515014e-06,0.001444164547137916
99,5.449494892673101e-06,0.0003,0.0015874269884079695,6.209924777067499e-06,0.001774617237970233
0,0.00017373694572597742,0.0003,0.007000020705163479,5.572102963924408e-06,0.001883261138573289
1,0.00016703309665899724,0.0003,0.006836420390754938,5.826616416015895e-06,0.001812373986467719
2,0.00015957407595124096,0.0003,0.0067983390763401985,6.9613697633030824e-06,0.002046185079962015
3,0.00014467243454419076,0.0003,0.006680937949568033,1.595400863152463e-05,0.0031326613388955593
4,0.00011979308328591287,0.0003,0.0063134655356407166,1.2156793673057109e-05,0.00270929210819304
5,8.836489723762497e-05,0.0003,0.005667116027325392,3.259555160184391e-05,0.0047823116183280945
6,6.508600927190855e-05,0.0003,0.005063103977590799,1.2840382623835467e-05,0.002855902537703514
7,4.9778056563809514e-05,0.0003,0.004498183261603117,2.688562926778104e-05,0.004274146631360054
8,4.215381704852916e-05,0.0003,0.004222046583890915,9.948093975253869e-06,0.002476718742400408
9,3.687168282340281e-05,0.0003,0.003970955964177847,1.1671309039229527e-05,0.0024937570560723543
10,3.2217394618783146e-05,0.0003,0.0037279510870575905,1.3476850654114969e-05,0.0029819845221936703
11,2.8246302463230677e-05,0.0003,0.003458341583609581,2.9106800866429694e-05,0.004288656171411276
12,2.6317376978113316e-05,0.0003,0.003364926902577281,9.068269719136879e-06,0.0024172288831323385
13,2.4106384444166906e-05,0.0003,0.0032234929967671633,1.4272285625338554e-05,0.0030792641919106245
14,2.2728183466824703e-05,0.0003,0.003162026172503829,5.2330706239445135e-06,0.001844323007389903
15,2.0852005036431365e-05,0.0003,0.00301875127479434,2.5301234927610494e-05,0.004017050378024578
16,2.0062938347109593e-05,0.0003,0.002964248415082693,1.1159691894135904e-05,0.0025882592890411615
17,1.901050200103782e-05,0.0003,0.002882516011595726,7.387201094388729e-06,0.002144213067367673
18,1.788966437743511e-05,0.0003,0.002794480649754405,1.1068079402321018e-05,0.002691333182156086
19,1.6972249795799144e-05,0.0003,0.0027234721928834915,6.5173958319064695e-06,0.0020602617878466845
20,1.7327880414086394e-05,0.0003,0.002792986575514078,1.5804880604264326e-05,0.003241501050069928
21,1.7069683963200077e-05,0.0003,0.0027864212170243263,7.621573331562104e-06,0.002162671647965908
22,1.655646883591544e-05,0.0003,0.0027390799950808287,4.627369435183937e-06,0.001721882726997137
23,1.5486821212107316e-05,0.0003,0.002633296186104417,2.349932947254274e-05,0.0036745830439031124
24,1.56668720592279e-05,0.0003,0.0026798963081091642,1.5562229236820713e-05,0.0030008708126842976
25,1.4370979442901444e-05,0.0003,0.002529741730540991,6.1131750044296496e-06,0.0018844959558919072
26,1.427806455467362e-05,0.0003,0.0025522641371935606,1.1907801308552735e-05,0.0027579155284911394
27,1.3794396181765478e-05,0.0003,0.0024817720986902714,6.625393780268496e-06,0.0020039216615259647
28,1.3230411241238471e-05,0.0003,0.0024161390028893948,1.050523223966593e-05,0.0025857172440737486
29,1.3291972209117375e-05,0.0003,0.002444528741762042,1.3561189916799776e-05,0.0029085727874189615
30,1.3129502804076765e-05,0.0003,0.0024479669518768787,1.0697235666157212e-05,0.0026725942734628916
31,1.3000653780181892e-05,0.0003,0.002442192053422332,8.090540177363437e-06,0.002098786411806941
32,1.3099943316774443e-05,0.0003,0.0024394779466092587,4.4634448386204895e-06,0.0015711423475295305
33,1.2384868568915408e-05,0.0003,0.00238037109375,7.514262506447267e-06,0.0022289713378995657
34,1.1741891285055317e-05,0.0003,0.00229296344332397,1.1239950254093856e-05,0.002638621022924781
35,1.241344853042392e-05,0.0003,0.002388303168118,1.159271505457582e-05,0.0026943993289023638
36,1.2247442100488115e-05,0.0003,0.0023800809867680073,4.043080025439849e-06,0.001589669263921678
37,1.1332810572639573e-05,0.0003,0.002260887762531638,7.829883543308824e-06,0.002265587216243148
38,1.1434102816565428e-05,0.0003,0.002295928541570902,9.810967640078161e-06,0.0024577146396040916
39,1.1082390301453415e-05,0.0003,0.0022366647608578205,3.6529768294712994e-06,0.0014631362864747643
40,1.1483692105684895e-05,0.0003,0.002334366785362363,5.481239440996433e-06,0.0018653087317943573
41,1.1034886483685113e-05,0.0003,0.002253175713121891,8.052361408772413e-06,0.002341481624171138
42,1.0212340384896379e-05,0.0003,0.00214009010232985,9.368264727527276e-06,0.002405748935416341
43,1.0904393093369436e-05,0.0003,0.0022418159060180187,9.709438927529845e-06,0.0024326166603714228
44,1.0996100172633305e-05,0.0003,0.002261290792375803,5.3657745411328506e-06,0.0018002979923039675
45,1.0050726814370137e-05,0.0003,0.002134463982656598,9.400140697835013e-06,0.002534569473937154
46,9.877349839371163e-06,0.0003,0.0021016807295382023,3.5435571135167265e-06,0.0014145331224426627
47,9.915918781189248e-06,0.0003,0.0021242850925773382,2.496141178198741e-06,0.0012337056687101722
48,9.87364910542965e-06,0.0003,0.0021267272531986237,4.580923814501148e-06,0.0015993674751371145
49,1.0358145118516404e-05,0.0003,0.002193388296291232,3.916301011486212e-06,0.0014116414822638035
50,9.46650470723398e-06,0.0003,0.0020787795074284077,1.0761062185338233e-05,0.002184574957937002
51,9.935876732924953e-06,0.0003,0.002138337818905711,6.066241439839359e-06,0.0019331822404637933
52,9.234675417246763e-06,0.0003,0.0020390248391777277,5.670817699865438e-06,0.0018429704941809177
53,9.170302291749977e-06,0.0003,0.0020432141609489918,5.0442240535630845e-06,0.0017393073067069054
54,9.266283086617477e-06,0.0003,0.00206209858879447,2.5022220597747946e-06,0.0012212857836857438
55,9.092386790143792e-06,0.0003,0.00206117145717144,3.7039881135569885e-06,0.001417501363903284
56,8.908634299586993e-06,0.0003,0.0020084958523511887,1.934351303134463e-06,0.001060620998032391
57,8.773036825004965e-06,0.0003,0.0019930703565478325,7.65866025176365e-06,0.0020345966331660748
58,8.587670890847221e-06,0.0003,0.0019878572784364223,3.4891218092525378e-06,0.0015048884088173509
59,8.95758239494171e-06,0.0003,0.00204999721609056,6.8017016019439325e-06,0.0020930322352796793
60,8.066572263487615e-06,0.0003,0.0019000472966581583,6.882042271172395e-06,0.0019931343849748373
61,8.186578270397149e-06,0.0003,0.0019091930007562041,7.622442808496999e-06,0.002092299284413457
62,8.160014658642467e-06,0.0003,0.0019365043845027685,1.0049992852145806e-05,0.0026175768580287695
63,8.40017219161382e-06,0.0003,0.0019674543291330338,2.774129143290338e-06,0.0012537259608507156
64,8.269854333775584e-06,0.0003,0.0019601809326559305,1.8679877030081116e-05,0.002978003118187189
65,8.076109224930406e-06,0.0003,0.0019264419097453356,4.405641902849311e-06,0.001591925392858684
66,8.047838491620496e-06,0.0003,0.001926875440403819,6.198345090524526e-06,0.0019374167313799262
67,7.711349098826759e-06,0.0003,0.0018791663460433483,5.061312549514696e-06,0.001717791659757495
68,7.634546818735544e-06,0.0003,0.0018596078734844923,6.205947556736646e-06,0.0018522017635405064
69,7.600621302117361e-06,0.0003,0.0018660303903743625,4.527552846411709e-06,0.00165176996961236
70,7.469407591997879e-06,0.0003,0.0018431073985993862,4.841834197577555e-06,0.0017406551633030176
71,7.640865987923462e-06,0.0003,0.001870741369202733,1.1543414075276814e-05,0.002695235190913081
72,7.3745500230870675e-06,0.0003,0.0018381664995104074,3.513508545438526e-06,0.001447596587240696
73,7.761119377391879e-06,0.0003,0.0018856150563806295,3.1167728593572974e-06,0.0013007390080019832
74,7.3373730629100464e-06,0.0003,0.0018320801900699735,6.492932698165532e-06,0.0019636598881334066
75,7.093724434525939e-06,0.0003,0.0017932718619704247,2.214911773990025e-06,0.0011350129498168826
76,7.563266535726143e-06,0.0003,0.0018695062026381493,2.367260776736657e-06,0.0011766402749344707
77,6.021705303282943e-06,0.00027000002,0.0016030106926336884,3.0160995265759993e-06,0.001397542073391378
78,5.869850156159373e-06,0.00027000002,0.0015973234549164772,4.533752417046344e-06,0.0017299094470217824
79,6.280882644205121e-06,0.00027000002,0.0016826717182993889,1.1243420885875821e-05,0.0027381177060306072
80,6.2182225519791245e-06,0.00027000002,0.0016629958990961313,3.2202431157202227e-06,0.0014557417016476393
81,6.198125447554048e-06,0.00027000002,0.0016626996221020818,3.937586825486505e-06,0.0015297096688300371
82,5.960629096080083e-06,0.00027000002,0.0016369655495509505,1.6474923540954478e-06,0.0009876061230897903
83,6.150254648673581e-06,0.00027000002,0.001659948960877955,2.5776398615562357e-06,0.001190510462038219
84,5.984779363643611e-06,0.00027000002,0.001639729831367731,1.584435722179478e-06,0.0009052695240825415
85,5.670236532751005e-06,0.00027000002,0.0015767909353598952,1.1571706636459567e-05,0.0028234252240508795
86,6.019095962983556e-06,0.00027000002,0.0016382118919864297,2.502295046724612e-06,0.00120476761367172
87,5.678499746863963e-06,0.00027000002,0.0015844096196815372,5.650086222885875e-06,0.0016413384582847357
88,5.688290457328549e-06,0.00027000002,0.0015853224322199821,4.219151378492825e-06,0.0015632398426532745
89,5.693460025213426e-06,0.00027000002,0.0015970678068697453,2.1646585537382634e-06,0.001135072554461658
90,5.408218385127839e-06,0.00027000002,0.0015602823114022613,5.034403784520691e-06,0.0017727905651554465
91,5.426030384114711e-06,0.00027000002,0.0015545734204351902,3.4410063562972937e-06,0.0014672297984361649
92,5.734569640480913e-06,0.00027000002,0.0016044133808463812,6.87110787112033e-06,0.002148542320355773
93,5.650254024658352e-06,0.00027000002,0.001598729402758181,1.764862759046082e-06,0.0009767657611519098
94,5.271767349768197e-06,0.00027000002,0.0015173814026638865,4.874403202848043e-06,0.0016082987422123551
95,5.492755917657632e-06,0.00027000002,0.0015755927888676524,3.93526534026023e-06,0.001618250273168087
96,5.403707746154396e-06,0.00027000002,0.0015599523903802037,4.317389993957477e-06,0.0016863708151504397
97,5.609923846350284e-06,0.00027000002,0.0015913216629996896,3.6859735246252967e-06,0.0014314354630187154
98,5.124505150888581e-06,0.00027000002,0.0014965173322707415,2.1550231394940056e-06,0.0010148215806111693
99,5.330538442649413e-06,0.00027000002,0.0015527174109593034,4.901829925074708e-06,0.0015912528615444899
0,0.00017806213872972876,0.0003,0.007005828898400068,4.5244055399962235e-06,0.001622594310902059
1,0.00017042248509824276,0.0003,0.006937708705663681,1.427578717994038e-05,0.0031647009309381247
2,0.0001604384888196364,0.0003,0.006786353886127472,8.545329365006182e-06,0.002294585108757019
3,0.00014241253666114062,0.0003,0.0066528040915727615,2.0152670913375914e-05,0.003635343862697482
4,0.00011345484381308779,0.0003,0.006199081894010305,1.1986482604697812e-05,0.0026821461506187916
5,8.084296860033646e-05,0.0003,0.005528670269995928,1.8722994354902767e-05,0.00319554447196424
6,5.743712972616777e-05,0.0003,0.004779065493494272,1.259881173609756e-05,0.0027355842757970095
7,4.4252665247768164e-05,0.0003,0.004294986836612225,2.132258305209689e-05,0.00364925479516387
8,3.818743789452128e-05,0.0003,0.00406314292922616,1.1391410225769505e-05,0.0027484961319714785
9,3.2706597266951576e-05,0.0003,0.0037630279548466206,8.383441127080005e-06,0.0022460208274424076
10,2.8599341021617875e-05,0.0003,0.0035058585926890373,1.802530823624693e-05,0.0035750858951359987
11,2.536323336244095e-05,0.0003,0.0033061252906918526,1.6253958165179938e-05,0.0032263610046356916
12,2.3711580070084892e-05,0.0003,0.0032165388111025095,8.530781997251324e-06,0.002383765997365117
13,2.238940760435071e-05,0.0003,0.0031254824716597795,5.133769718668191e-06,0.0017674731789156795
14,2.0700817913166247e-05,0.0003,0.0030205752700567245,8.421079655818176e-06,0.0023487876169383526
15,2.006054091907572e-05,0.0003,0.002985951956361532,5.140230314282235e-06,0.0017647546483203769
16,1.8390053810435347e-05,0.0003,0.0028426428325474262,1.795871321519371e-05,0.003579217940568924
17,1.7291053154622205e-05,0.0003,0.002738094422966242,5.197869995754445e-06,0.001785934786312282
18,1.692991645541042e-05,0.0003,0.002730214735493064,3.503896095935488e-06,0.0014590396312996745
19,1.634161890251562e-05,0.0003,0.0026767903473228216,7.1225595092982985e-06,0.0020672522950917482
20,1.5350628018495627e-05,0.0003,0.0025910737458616495,5.785439043393126e-06,0.001890532555989921
21,1.585841891937889e-05,0.0003,0.002683434635400772,1.6949221389950253e-05,0.003340038936585188
22,1.4782878679397982e-05,0.0003,0.002583067864179611,6.8295744313218165e-06,0.0020153748337179422
23,1.4449108675762545e-05,0.0003,0.002534508937969804,2.888313474613824e-06,0.0013014022260904312
24,1.396186235069763e-05,0.0003,0.0025145993568003178,8.003506991371978e-06,0.0022819112055003643
25,1.4018426554684993e-05,0.0003,0.002521943300962448,8.30614681035513e-06,0.0022932710126042366
26,1.3898623365093954e-05,0.0003,0.002505549229681492,3.511596514726989e-05,0.0049982573837041855
27,1.2957795661350247e-05,0.0003,0.0024001281708478928,6.9957072810211685e-06,0.0020303395576775074
28,1.2054419130436145e-05,0.0003,0.0023121184203773737,1.5097508367034607e-05,0.0028367997147142887
29,1.2458335731935222e-05,0.0003,0.002377293771132827,2.907858515754924e-06,0.001365013886243105
30,1.2751122994814068e-05,0.0003,0.0024326418060809374,4.5177705032983795e-05,0.005176501348614693
31,1.059024543792475e-05,0.0003,0.002114497357979417,7.081759122229414e-06,0.001967795891687274
32,1.1803204870375339e-05,0.0003,0.002313140546903014,7.331932920351392e-06,0.0020292566623538733
33,1.1770109267672524e-05,0.0003,0.002340060193091631,4.136880306759849e-06,0.001599030219949782
34,1.132110719481716e-05,0.0003,0.002265478949993849,5.140542270964943e-06,0.0017878653015941381
35,1.1538599210325629e-05,0.0003,0.0022908796090632677,1.1141993127239402e-05,0.002603651024401188
36,1.0605931493046228e-05,0.0003,0.0021851137280464172,5.826027972943848e-06,0.0018572700209915638
37,1.1054446076741442e-05,0.0003,0.0022511547431349754,1.2194547707622405e-05,0.0025129178538918495
38,1.0709321941249073e-05,0.0003,0.0022173821926116943,8.372915544896387e-06,0.0022880963515490294
39,1.0468977961863857e-05,0.0003,0.0021827274467796087,7.0369819695770275e-06,0.0017669487278908491
40,9.832513569563162e-06,0.0003,0.002080602804198861,2.0907782527501695e-06,0.0010940453503280878
41,9.557754310662858e-06,0.0003,0.0020860901568084955,5.803934072901029e-06,0.0019489212427288294
42,1.0241444215353113e-05,0.0003,0.002184709534049034,3.3098690437327605e-06,0.0014573752414435148
43,1.0271285646012984e-05,0.0003,0.002190534956753254,2.4459532141918316e-06,0.0012116209836676717
44,9.37630557018565e-06,0.0003,0.0020660788286477327,6.687266704830108e-06,0.002088911598548293
45,1.0061389730253723e-05,0.0003,0.0021593833807855844,9.033323294715956e-06,0.002394509967416525
46,9.076229616766796e-06,0.0003,0.002022121101617813,2.701506127777975e-05,0.003372708335518837
47,1.0185662176809274e-05,0.0003,0.002200009999796748,4.665559117711382e-06,0.0016783878672868013
48,8.902477929950692e-06,0.0003,0.0020161971915513277,9.754262464412022e-06,0.0023826961405575275
49,8.990000424091704e-06,0.0003,0.0020155080128461123,6.509943887067493e-06,0.0018461321014910936
50,9.394322660227772e-06,0.0003,0.0021065485198050737,3.7597988011839334e-06,0.0014892189064994454
51,8.889258424460422e-06,0.0003,0.002018553437665105,3.908065082214307e-06,0.0015037154080346227
52,8.44093938212609e-06,0.0003,0.0019602684769779444,2.0342380594229326e-05,0.003702020039781928
53,8.47490991873201e-06,0.0003,0.0019673460628837347,1.2647439689317252e-05,0.0024397254455834627
54,7.92861646914389e-06,0.0003,0.0018726176349446177,1.7964938479053671e-06,0.001027003163471818
55,8.670361239637714e-06,0.0003,0.0020022604148834944,2.6556276679912116e-06,0.0013098856434226036
56,7.663539690838661e-06,0.0003,0.0018522180616855621,5.90612717132899e-06,0.0019583336543291807
57,7.828632988093887e-06,0.0003,0.001890389947220683,3.7577801776933484e-06,0.0015223704976961017
58,8.235086170316208e-06,0.0003,0.001955671003088355,1.1428514881117735e-05,0.002808591350913048
59,8.406089364143554e-06,0.0003,0.001988279400393367,7.1905897129909135e-06,0.0020198666024953127
60,8.296037776744924e-06,0.0003,0.001967878080904484,3.117183496215148e-06,0.0012853468069806695
61,7.811406248947605e-06,0.0003,0.0018885962199419737,3.841662419290515e-06,0.0014658825239166617
62,7.934304449008778e-06,0.0003,0.001910806866362691,6.980760645092232e-06,0.002243784721940756
63,7.456324055965524e-06,0.0003,0.0018451910000294447,3.3114943107648287e-06,0.001420418731868267
64,7.2764560172799975e-06,0.0003,0.0018246590625494719,4.148323569097556e-06,0.0015544408233836293
65,7.243262189149391e-06,0.0003,0.0018143488559871912,3.60934996024298e-06,0.001457843347452581
66,7.902969628048595e-06,0.0003,0.0019200547831133008,3.312396302135312e-06,0.0014199464349076152
67,7.5327802733227145e-06,0.0003,0.001853541354648769,3.8773582673456986e-06,0.0015562156913802028
68,7.128400739020435e-06,0.0003,0.0018104257760569453,7.94713560026139e-06,0.002124346559867263
69,7.686768185521942e-06,0.0003,0.0018920014845207334,3.7205463740974665e-06,0.001485501998104155
70,7.145564268284943e-06,0.0003,0.0018065808108076453,3.866338374791667e-06,0.0014581124996766448
71,6.986233529460151e-06,0.0003,0.0017931117909029126,8.144083949446213e-06,0.0021587396040558815
72,7.027952506177826e-06,0.0003,0.0018007312901318073,4.007340066891629e-06,0.00147375522647053
73,6.658756774413632e-06,0.0003,0.0017434039618819952,2.9020425245107617e-06,0.0013186614960432053
74,6.78077549309819e-06,0.0003,0.0017583731096237898,3.913581622327911e-06,0.0014461316168308258
75,6.152582500362769e-06,0.00027000002,0.001674985745921731,2.712660489123664e-06,0.0011580095160752535
76,5.782978405477479e-06,0.00027000002,0.001594384084455669,3.0710552891832776e-06,0.0013695680536329746
77,5.954217613179935e-06,0.00027000002,0.0016159425722435117,5.045656052971026e-06,0.0017554950900375843
78,6.199479230417637e-06,0.00027000002,0.0016827357467263937,1.7959069964490482e-06,0.001002779114060104
79,5.867326763109304e-06,0.00027000002,0.0016329219797626138,5.0439516598999035e-06,0.0016805680934339762
80,5.747542218159651e-06,0.00027000002,0.0016119596548378468,5.145937848283211e-06,0.0017739920876920223
81,5.91449406783795e-06,0.00027000002,0.001630702055990696,2.093890770993312e-06,0.001123932539485395
82,5.58363080926938e-06,0.00027000002,0.001570283668115735,4.338093731348636e-06,0.0015828271862119436
